"id","title","address ","arv","cardiovascular","dental","department ","diabetes","emergency ","free_obstetric_care_program   ","general_consultation","hypertension","institution_code","intensive_care","laboratory","latitude ","longitude","malaria","number_of_adult_beds","number_of_pediatric_beds","obgyn","operating_room","orl ","palliative_care","pediatrics","pharmacy","physical_therapy","psychology_service","section","status","surgery","telephone","town ","type","vaccination"
"11818","Mouillage Fouquet"," ","0","0","0","SUD  ","0","0","0","0","0","73107","0","0","18.191099999","-73.10410000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","AQUIN","CAL","0"
"11819","Clinique Santé Familiale"," ","0","0","0","SUD  ","0","0","0","0","0","73108","0","0","18.2809","-73.2189 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","AQUIN","CAL","0"
"11820","Nicolas Armand"," ","0","0","1","OUEST  ","1","1","0","1","1","14101","0","1","18.7727","-72.51309999 ","1","14 ","0","1","1","0","0","1","1","0","0"," ","Publique","1","","ARCAHAIE","CAL","1"
"11821","CAL d’Arcahaie"," ","0","0","0","OUEST  ","0","0","0","0","0","14102","0","0","18.8855","-72.5294 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","ARCAHAIE","CAL","0"
"11822","SADA   Fonds Baptiste"," ","0","1","0","OUEST  ","0","1","0","1","0","14103","0","0","18.821899999","-72.53929999 ","0","0 ","0","0","0","0","1","0","1","1","0"," ","Privée","0","","ARCAHAIE","CSL","1"
"11823","SADA   Matheux"," ","0","0","0","OUEST  ","1","1","0","1","1","14104","0","1","18.8207","-72.5393 ","1","4 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","ARCAHAIE","CAL","1"
"11824","Disp Notre Dame du Perpétuel Secours"," ","0","0","0","OUEST  ","0","0","0","0","0","14105","0","0","18.780000000","-72.52389999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","ARCAHAIE","CAL","0"
"11825","CSL St Paul (montrouis)"," ","0","0","0","OUEST  ","0","0","0","1","1","14107","0","1","18.820900000","-72.56680000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","ARCAHAIE","CSL","1"
"11826","CSL de Saintard"," ","0","0","0","OUEST  ","1","0","0","1","1","14108","0","0",""," ","1","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","ARCAHAIE","CSL","1"
"11827","Bon Samaritain de Luly"," ","0","0","0","OUEST  ","1","1","0","1","1","14109","0","0",""," ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","ARCAHAIE","CSL","1"
"11829","SSPE d'Arnaud"," ","0","0","1","NIPPES  ","0","1","0","1","1","102401","0","0","18.4479","-73.38 ","0","1 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","ARNAUD","CSL","1"
"11830","Arniquet"," ","0","0","0","SUD  ","1","1","0","1","1","72301","0","1","18.1458","-73.8753 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","ARNIQUET","CAL","1"
"11831","Chateau"," ","0","0","0","SUD  ","0","1","0","1","1","72302","0","1","18.173911","-73.909397 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","ARNIQUET","CAL","1"
"11832","Disp de Bahon"," ","0","0","0","NORD  ","0","1","0","1","1","33201","0","0","19.470600000","-72.1143 ","0","2 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","BAHON","CSL","1"
"11833","Baie de Henne"," ","0","0","0","NORD OUEST  ","0","1","0","1","1","93201","0","1","19.668199999","-73.21150000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","BAIE DE HENNE","CSL","1"
"11834","La Source"," ","0","0","0","NORD OUEST  ","1","1","0","1","1","93202","0","0","19.6927","-73.2004 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","BAIE DE HENNE","CSL","1"
"11835","Pte Riv. Baie de Henne"," ","0","0","0","NORD OUEST  ","1","1","0","1","0","93203","0","0","19.722300000","-73.17109999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","BAIE DE HENNE","CSL","1"
"11836","Dupré"," ","0","0","0","NORD OUEST  ","0","0","0","0","0","93204","0","0","19.7498","-73.20910000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","BAIE DE HENNE","CSL","0"
"11837","Citène Rémy"," ","0","0","0","NORD OUEST  ","0","1","0","1","1","93205","0","0","19.6789","-73.2889 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","BAIE DE HENNE","CSL","1"
"11838","Centre a Lits de Bainet"," ","0","1","1","SUD EST  ","1","1","1","0","0","22101","0","1","18.184100000","-72.75520000 ","1","1 ","0","0","0","0","1","0","0","1","0"," ","Publique","0","","BAINET","CAL","1"
"11839","Disp Saurel"," ","0","0","0","SUD EST  ","1","1","0","0","1","22102","0","0","18.2125","-72.7888 ","1","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BAINET","CAL","1"
"11840","Disp Bahot "," ","0","0","0","SUD EST  ","1","1","0","0","0","22103","0","1","18.2125","-72.7888 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BAINET","CAL","1"
"11841","Disp Choneille"," ","0","0","0","SUD EST  ","1","1","0","0","1","22104","0","1","18.2125","-72.7888 ","0","1 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BAINET","CSL","0"
"11842","Disp Brésilienne"," ","0","0","0","SUD EST  ","1","1","0","0","0","22105","0","1","18.2125","-72.7888 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BAINET","CAL","1"
"11843","Disp Orangers"," ","0","0","0","SUD EST  ","1","1","0","0","0","22106","0","1","18.2125","-72.7888 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BAINET","CAL","1"
"11844","Disp Bras gauche"," ","0","0","0","SUD EST  ","1","1","0","0","0","22107","0","1","18.2125","-72.7888 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BAINET","CAL","1"
"11845","Baradères"," ","0","0","0","NIPPES  ","0","1","0","1","0","75401","0","1","18.4836","-73.6386 ","1","4 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","BARADERES","CAL","1"
"11846","Disp de Bas Limbé"," ","0","1","0","NORD  ","0","1","0","1","1","36201","0","1","19.781400000","-72.37959999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","BAS LIMBE","CSL","1"
"11848","La Plate"," ","0","0","0","NORD OUEST  ","0","0","0","1","1","91302","0","0","19.7859","-72.8412 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","BASSIN BLEU","CSL","0"
"11849","Haut Moustique"," ","0","0","0","NORD OUEST  ","0","0","0","1","1","91303","0","0","19.7441","-72.87489999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","BASSIN BLEU","CSL","1"
"11850","CAL Sainte Agnès Citimed de Beaumont"," ","0","1","0","GRANDE ANSE  ","1","1","0","1","1","83301","0","1","18.4727","-73.94329999 ","1","1 ","0","0","0","0","1","0","1","0","0"," ","Mixte","0","","BEAUMONT","CSL","1"
"11851","SSPE Communautaire de Beaumont"," ","0","0","0","GRANDE ANSE  ","0","0","0","0","0","83302","0","0","18.477785","-73.955195 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BEAUMONT","CSL","0"
"11853","Disp de Croix de fer (NF)"," ","0","0","0","CENTRE  ","0","0","0","0","0","63202","0","0","18.8632","-71.8115 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BELLADERE","CAL","0"
"11854","Disp de Roy Sec"," ","0","0","0","CENTRE  ","0","0","0","1","1","63203","0","0","18.895700000","-71.83679999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","BELLADERE","CAL","1"
"11855","Centre de Santé de Baptiste"," ","0","0","0","CENTRE  ","0","0","0","1","1","63204","0","0","18.8018","-71.78270000 ","0","1 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","BELLADERE","CSL","1"
"11856","Centre de Santé sans lit de Belle Anse (F)"," ","0","1","1","SUD EST  ","1","1","0","0","1","23101","0","1","18.238900000","-72.06359999 ","1","0 ","0","0","0","0","1","0","0","0","0"," ","Publique","0","","BELLE-ANSE","CSL","1"
"11857","Disp de Mapou"," ","0","0","0","SUD EST  ","1","1","0","0","1","23102","0","1","18.265799999","-71.97169999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BELLE-ANSE","CAL","1"
"11858","Bombardopolis"," ","0","0","0","NORD OUEST  ","1","1","0","1","1","93301","0","0","19.692913","-73.336307 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","BOMBARDOPOLIS","CSL","1"
"11859","Rochefort"," ","0","0","0","NORD OUEST  ","1","0","0","1","1","93302","0","0","19.700500000","-73.38030000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","BOMBARDOPOLIS","CSL","1"
"11860","Mont des Oliviers"," ","0","0","0","NORD OUEST  ","0","0","0","0","0","93303","0","0","19.695699999","-73.36879999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","BOMBARDOPOLIS","CSL","0"
"11861","Plate Forme"," ","0","0","0","NORD OUEST  ","1","1","0","1","1","93304","0","0","19.6911","-73.3474 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","BOMBARDOPOLIS","CSL","1"
"11862","Desforges"," ","0","0","0","NORD OUEST  ","0","0","0","0","0","93305","0","0","19.7072","-73.39379999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","BOMBARDOPOLIS","CSL","0"
"11863","Chemen La vi de Bonbon"," ","0","0","0","GRANDE ANSE  ","1","1","0","1","1","81301","0","0","18.6307","-74.2375 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","BONBON","CSL","1"
"11864","HHF de Bonbon"," ","0","0","0","GRANDE ANSE  ","0","0","0","0","0","81302","0","0","18.6307","-74.2375 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","BONBON","CSL","0"
"11865","CAL de Borgne"," ","0","0","0","NORD  ","0","0","0","0","0","35101","0","0","19.8389","-72.5151 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BORGNE","CAL","0"
"11866","Disp de Petit Bourg Borgne"," ","0","0","0","NORD  ","0","0","0","0","0","35102","0","0","19.813300000","-72.57189999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BORGNE","CAL","0"
"11867","Corpus Christi"," ","0","0","0","NORD  ","0","0","0","0","0","35103","0","0","19.8476","-72.52280000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","BORGNE","CAL","0"
"11868","Centre de Santé St Michel de Boucan Carré"," ","0","0","0","CENTRE  ","0","0","1","0","0","62301","0","0","18.9670","-72.2000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","BOUCAN CARRe","CAL","0"
"11869","Centre de Santé Sans Lits Saint Esprit"," ","0","0","0","CENTRE  ","1","1","0","1","1","62302","0","0","18.9523","-72.1522 ","0","1 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","BOUCAN CARRe","CSL","1"
"11871","CSL de source matelas (SADA)"," ","0","0","0","OUEST  ","0","0","0","1","1","14201","0","0","18.7225","-72.37399999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CABARET","CSL","1"
"11872","CSL de Cabaret"," ","0","0","0","OUEST  ","1","1","0","1","1","14202","0","0","18.737300000","-72.41899999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CABARET","CSL","1"
"11873","CSL de Bélanger (SADA)"," ","0","0","0","OUEST  ","1","1","0","1","1","14204","0","1","18.732097","-72.441713 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CABARET","CSL","1"
"11874","Centre de santé St Antoine de Titanyen"," ","0","0","0","OUEST  ","1","1","0","1","1","14205","0","1","18.713100000","-72.34499999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CABARET","CSL","1"
"11875","Action Globale"," ","0","0","0","OUEST  ","0","0","0","0","0","14206","0","0","18.7742","-72.3975 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CABARET","CSL","0"
"11876","C/S St Gerard"," ","0","0","0","OUEST  ","1","0","0","1","0","14207","0","1",""," ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CABARET","CAL","0"
"11877","Centre de Santé Communautaire"," ","0","0","0","OUEST  ","0","0","0","0","0","14208","0","0","18.524258","-72.343973 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CABARET","CSL","0"
"11878","Centre de Santé Mission de l'espoir"," ","0","0","1","OUEST  ","1","1","0","1","1","14209","0","1","18.48086","-72.25457 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CABARET","CSL","0"
"11879","CS Camp-Perrin"," ","0","0","0","SUD  ","0","0","0","0","0","71401","0","0","18.313800000","-73.86560000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CAMP-PERRIN","CAL","0"
"11880","Mazenod"," ","0","0","1","SUD  ","1","0","0","1","1","71402","0","1","18.330300000","-73.85320000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CAMP-PERRIN","CSL","1"
"11881","Guichard"," ","0","0","0","SUD  ","1","1","0","1","1","71403","0","1","18.296800000","-73.82880000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CAMP-PERRIN","CAL","0"
"11882","Mersan"," ","0","0","0","SUD  ","0","0","0","1","1","71404","0","0","18.2822","-73.84390000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CAMP-PERRIN","CAL","1"
"11883","Rhé (F)"," ","0","0","0","SUD  ","0","0","0","0","0","71405","0","0","18.338100000","-73.884 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CAMP-PERRIN","CAL","0"
"11884","Disp de Dominique"," ","0","0","0","SUD  ","0","1","0","1","1","71406","0","0","18.3007","-73.7614 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CAMP-PERRIN","CAL","0"
"11886","CDS La Fossette"," ","0","1","0","NORD  ","1","0","0","1","1","31101","0","1","19.7538","-72.2060 ","1","0 ","0","0","0","0","1","0","1","1","0"," ","Mixte","0","","CAP-HAITIEN","CSL","1"
"11888","Disp Notre Dame de Lourdes de Carénage"," ","0","0","0","NORD  ","0","1","0","1","1","31103","0","1","19.766100000","-72.19740000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CAP-HAITIEN","CAL","1"
"11889","Disp de Labadie"," ","0","0","0","NORD  ","1","1","0","1","1","31104","0","1","19.7493","-72.2188 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CAP-HAITIEN","CSL","1"
"11890","Disp Sacre Coeur, Rue 2K"," ","0","0","0","NORD  ","1","1","0","1","1","31105","0","1","19.756","-72.20510000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CAP-HAITIEN","CAL","1"
"11891","Disp Solano SA, Labadie"," ","0","0","0","NORD  ","1","1","0","1","1","31106","0","0","19.7493","-72.2188 ","1","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CAP-HAITIEN","CSL","1"
"11892","Disp Notre Dame Ste Philomène"," ","0","0","0","NORD  ","1","1","0","1","1","31107","0","1","19.746200000","-72.21049999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CAP-HAITIEN","CAL","1"
"11893","CSL Madeline"," ","0","0","0","NORD  ","0","1","0","1","0","31108","0","0","19.726299999","-72.18179999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CAP-HAITIEN","CSL","0"
"11894","CEMAD Petite Anse"," ","0","0","0","NORD  ","0","1","0","1","1","31109","0","1","19.733899999","-72.18340000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CAP-HAITIEN","CAL","0"
"11895","FOSREF, rue 16"," ","0","0","0","NORD  ","0","0","0","0","0","31110","0","0","19.7622","-72.20279999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CAP-HAITIEN","CSL","0"
"11896","Clinique Medico-Dentaire Saint Joseph"," ","0","0","0","NORD  ","0","0","0","0","0","31111","0","0",""," ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CAP-HAITIEN","CSL","0"
"11897","Disp de Capotille"," ","0","0","0","NORD EST  ","0","1","0","1","1","42201","0","0","19.448799999","-71.69320000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CARACOL","CAL","1"
"11898","Disp de Jacquezyl"," ","0","0","0","NORD EST  ","1","1","0","1","1","43401","0","1","19.686","-71.99209999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CARACOL","CAL","1"
"11899","Disp de Caracol"," ","0","0","0","NORD EST  ","0","1","0","1","1","43402","0","0","19.6935","-72.01789999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CARACOL","CAL","1"
"11900","Disp de Carice"," ","0","0","0","NORD EST  ","0","1","0","1","1","44201","0","0","19.379000000","-71.83069999 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CARICE","CAL","1"
"11901","Disp Sainte Hélène de Carice"," ","0","0","0","NORD EST  ","1","1","0","1","1","44202","0","1","19.378900000","-71.83570000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARICE","CAL","0"
"11902","C/S Fondeph Bizoton 61"," ","0","0","0","OUEST  ","1","0","0","1","1","11301","0","1","18.5277","-72.3819 ","1","8 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CAL","1"
"11904","Centre médico social de rivière froide"," ","0","0","0","OUEST  ","1","1","0","1","1","11304","0","0","18.519500000","-72.41259999 ","1","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","CARREFOUR","CSL","1"
"11905","C/S Béthel Mahotière 81"," ","0","0","0","OUEST  ","1","0","0","1","1","11305","0","1","18.4660","-72.4111 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CAL","1"
"11908","Disp la Main Tendue de Bertin"," ","0","0","0","OUEST  ","0","1","0","1","1","11308","0","1","18.4660","-72.4111 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","1"
"11909","CSL OBCG"," ","0","1","0","OUEST  ","0","0","0","1","1","11309","0","1","18.538900000","-72.40940000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","1"
"11910","SHEKINAH"," ","0","0","0","OUEST  ","1","1","0","1","1","11310","0","1","18.4660","-72.4111 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CAL","1"
"11911","Disp de Taillefer"," ","0","0","0","OUEST  ","0","0","0","0","0","11311","0","0","18.484400000","-72.40860000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CARREFOUR","CAL","0"
"11912","Centre de Santé Béthel (Christophe Channel)"," ","0","0","0","OUEST  ","0","0","0","1","1","11313","0","0","18.4660","-72.4111 ","1","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CARREFOUR","CSL","1"
"11913","Centre de Santé Multi fonctionnel  sous-rail"," ","0","0","0","OUEST  ","1","1","0","1","1","11314","0","1","18.4660","-72.4111 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CARREFOUR","CSL","1"
"11914","Disp ASCOSADEC"," ","0","0","0","OUEST  ","1","1","0","1","1","11315","0","1","18.4660","-72.4111 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","0"
"11915","Centre Hospitalier d'Arcachon 32"," ","0","0","0","OUEST  ","0","0","0","1","0","11316","0","1","18.5426","-72.39780000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CARREFOUR","CSL","1"
"11916","C/S OMES"," ","0","0","1","OUEST  ","1","1","0","1","1","11317","0","1","18.4660","-72.4111 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","1"
"11917","C/S Mère Térésa"," ","0","0","0","OUEST  ","0","0","0","1","1","11318","0","1","18.4660","-72.4111 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","1"
"11918","Centre de Santé Hands of Love"," ","0","0","1","OUEST  ","1","0","0","1","1","11319","0","1","18.532699999","-72.37529999 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","1"
"11919","Centre de la communauté des Frères Unis"," ","0","0","0","OUEST  ","0","0","0","0","0","11320","0","0","18.4660","-72.4111 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CARREFOUR","CSL","0"
"11920","Disp Marie Louise de Jésus"," ","0","0","0","OUEST  ","1","1","0","1","1","11321","0","1","18.5411","-72.42040000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CAL","1"
"11921","Centre Medical de  Bertin"," ","0","0","1","OUEST  ","0","0","0","1","1","11326","0","1","18.466024","-72.411097 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","1"
"11922","Clinique mennonite"," ","0","1","0","OUEST  ","0","0","0","0","0","11327","0","0","18.466024","-72.411097 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CARREFOUR","CAL","0"
"11923","C/S Main de Dieu"," ","0","0","0","OUEST  ","0","0","0","0","0","11328","0","0","18.5413","-72.40130000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CARREFOUR","CSL","0"
"11924","Disp MOCMOCHAM"," ","0","0","0","OUEST  ","0","0","0","0","0","11329","0","0","18.466024","-72.411097 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CARREFOUR","CAL","0"
"11925","Bérekia"," ","0","0","0","OUEST  ","0","1","0","1","1","11330","0","1","18.4660","-72.4111 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","1"
"11926","ASAD"," ","0","0","0","OUEST  ","1","1","0","1","1","11331","0","1","18.4660","-72.4111 ","1","3 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","1"
"11927","Grace Medical Center"," ","0","0","0","OUEST  ","1","0","0","1","1","11332","0","1","18.5400","-72.4204 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","0"
"11928","AMI"," ","0","0","0","OUEST  ","0","0","0","0","0","11333","0","0","18.5704","-72.2915 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CARREFOUR","CSL","0"
"11929","C/S Haiti  Saint Rock Foundation"," ","0","0","1","OUEST  ","1","0","0","1","1","11334","0","1","18.4660","-72.4111 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CARREFOUR","CSL","1"
"11931","CS Cavaillon"," ","0","0","0","SUD  ","0","0","0","0","0","73302","0","0","18.299299999","-73.65309999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CAVAILLON","CSL","0"
"11932","Cavaillon NDPS"," ","0","0","0","SUD  ","0","0","0","0","0","73303","0","0","18.3426","-73.6325 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","CAVAILLON","CAL","0"
"11933","Flamands"," ","0","0","0","SUD  ","0","0","0","0","0","73304","0","0","18.2531","-73.65170000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","CAVAILLON","CAL","0"
"11934","Com. Bonne Fin"," ","0","0","0","SUD  ","0","0","0","0","1","73305","0","0","18.3947","-73.61390000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CAVAILLON","CSL","1"
"11935","Sudre (F)"," ","0","0","0","SUD  ","0","0","0","0","0","73306","0","0","18.415600000","-73.63580000 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","CAVAILLON","CAL","0"
"11941","Klinik Lafanmy"," ","0","1","0","SUD  ","1","0","0","0","1","71105","0","1","18.195699999","-73.74930000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CAYES","CSL","0"
"11942","Quatre Chemins"," ","0","1","1","SUD  ","1","0","0","1","1","71106","0","1","18.3007","-73.7614 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CAYES","CSL","1"
"11943","Charpentier"," ","0","1","0","SUD  ","0","0","0","0","0","71107","0","0","18.1173","-73.9056 ","0","0 ","0","0","0","0","1","0","0","0","0"," ","Mixte","0","","CAYES","CAL","0"
"11944","LKTMBD"," ","0","1","0","SUD  ","0","0","0","0","0","71108","0","0","18.195499999","-73.74349999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Mixte","0","","CAYES","CAL","0"
"11945","Laborde"," ","0","1","0","SUD  ","1","1","0","1","1","71109","0","1","18.2834","-73.80320000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Mixte","0","","CAYES","CAL","1"
"11946","Colette"," ","0","0","0","SUD  ","0","0","0","1","1","71110","0","0","18.194099999","-73.77760000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CAYES","CSL","1"
"11947","Laurent"," ","0","0","0","SUD  ","0","0","0","1","1","71111","0","0","18.2621","-73.7353 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CAYES","CAL","1"
"11948","Fonfred"," ","0","0","0","SUD  ","0","0","0","0","0","71112","0","0","18.263200000","-73.73529999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CAYES","CAL","0"
"11949","World Vision"," ","0","0","0","SUD  ","1","1","0","1","1","71113","0","1","18.229099999","-73.79940000 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CAYES","CSL","1"
"11950","Terre des Hommes"," ","0","0","0","SUD  ","0","0","0","0","0","71114","0","0","18.2699","-73.77599999 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CAYES","CAL","0"
"11951","FORSREF"," ","0","1","0","SUD  ","0","0","0","0","0","71115","0","1","18.3007","-73.7614 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CAYES","CSL","0"
"11952","Centre de Santé Cayes Jacmel "," ","0","0","0","SUD EST  ","1","1","1","0","1","21301","0","1","18.232099999","-72.39790000 ","0","2 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CAYES-JACMEL","CSL","1"
"11953","Centre de sante Emmanuel Baptiste (F)"," ","0","0","1","SUD EST  ","1","1","0","0","1","21302","0","1","18.2614","-72.4026 ","1","0 ","0","0","0","0","0","0","1","0","0"," ","Privée","0","","CAYES-JACMEL","CAL","1"
"11954","Disp Cap Rouge"," ","0","0","0","SUD EST  ","1","1","0","0","1","21303","0","1","18.271000000","-72.4251 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Publique","0","","CAYES-JACMEL","CAL","0"
"11955","Centre de Santé de Cerca Cavajal"," ","0","0","0","CENTRE  ","0","1","0","1","1","61401","0","0","19.270600000","-71.93720000 ","0","0 ","0","0","0","0","0","0","1","0","0"," ","Publique","0","","CERCA CARVAJAL","CSL","1"
"11956","Disp Bon Samaritain (NF)"," ","0","0","0","CENTRE  ","0","0","0","0","0","61405","0","0","19.2603","-71.9396 ","0","0 ","0","0","0","0","0","0","0","0","0"," ","Privée","0","","CERCA CARVAJAL","CAL","0"
